investigation_id,claim_id,status,priority,reason,final_decision
INV003459,CL021560,CLOSED,HIGH,multiple previous claims on record,INVESTIGATE_FURTHER
INV003460,CL006543,IN_PROGRESS,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003461,CL019600,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003462,CL023082,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV003463,CL021985,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV003464,CL003420,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003465,CL022661,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003466,CL026813,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV003467,CL014895,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003468,CL026627,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003469,CL018388,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003470,CL022299,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003471,CL005128,CLOSED,HIGH,short interval since previous claim,INVESTIGATE_FURTHER
INV003472,CL006418,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV003473,CL019322,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003474,CL022314,IN_PROGRESS,LOW,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,
INV003475,CL018312,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003476,CL017504,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REJECT
INV003477,CL013329,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003478,CL011907,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV003479,CL009439,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,
INV003480,CL005068,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003481,CL019391,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003482,CL024823,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003483,CL016134,IN_PROGRESS,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003484,CL027177,CLOSED,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,REJECT
INV003485,CL024306,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV003486,CL009308,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV003487,CL005201,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003488,CL002376,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003489,CL028098,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV003490,CL010885,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003491,CL028237,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV003492,CL002923,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV003493,CL013086,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003494,CL007961,IN_PROGRESS,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003495,CL022577,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003496,CL014470,IN_PROGRESS,LOW,multiple previous claims on record,
INV003497,CL021244,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003498,CL016294,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV003499,CL003463,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003500,CL006462,CLOSED,MEDIUM,multiple previous claims on record,INVESTIGATE_FURTHER
INV003501,CL022747,IN_PROGRESS,MEDIUM,anomalous pattern flagged by risk model,
INV003502,CL021599,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV003503,CL011217,CLOSED,MEDIUM,claim amount high relative to vehicle value; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003504,CL018019,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV003505,CL027640,IN_PROGRESS,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003506,CL017257,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV003507,CL009674,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003508,CL008210,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003509,CL027317,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003510,CL026679,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV003511,CL006512,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003512,CL021646,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003513,CL007199,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003514,CL013908,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003515,CL006619,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003516,CL024996,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003517,CL023139,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV003518,CL001731,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003519,CL013716,CLOSED,MEDIUM,anomalous pattern flagged by risk model,REQUEST_DOCUMENTS
INV003520,CL008059,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003521,CL010725,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003522,CL016141,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003523,CL006359,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003524,CL014907,CLOSED,LOW,multiple previous claims on record,APPROVE
INV003525,CL013648,CLOSED,LOW,multiple previous claims on record,APPROVE
INV003526,CL023852,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003527,CL022331,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003528,CL005953,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; short interval since previous claim,
INV003529,CL007976,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV003530,CL024297,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003531,CL012835,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003532,CL007158,IN_PROGRESS,MEDIUM,policy created shortly before incident; multiple previous claims on record,
INV003533,CL017633,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV003534,CL015851,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,APPROVE
INV003535,CL012217,IN_PROGRESS,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003536,CL012015,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003537,CL003139,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003538,CL018238,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003539,CL010689,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003540,CL023014,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV003541,CL010441,CLOSED,LOW,claim amount high relative to vehicle value; short interval since previous claim,APPROVE
INV003542,CL005170,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,APPROVE
